0,1,2,3,4,5,6,7,8,9
0.3333473689697966,0.49106195457450774,0.46671696925295314,0.42050854241774765,0.33476371871001986,0.333260288990918,0.34640503608298573,0.3337369220762436,0.35065281476126314,0.39205207279883336
0.26337008712793997,0.36257168454277394,0.2810079716420043,0.3650961646394905,0.28228185551662044,0.3266094241611869,0.36665127455235885,0.38090332603200805,0.35268806814731346,0.34846611212599093
0.5056102008619245,0.4099477159720749,0.3717835578766652,0.3355951848105342,0.3929596894318331,0.382586743917428,0.3485698195977239,0.38363955293169183,0.3927799949819912,0.42961308024700423
0.4031706487670026,0.33849023194413785,0.3490225301860681,0.3098016669324225,0.39700362278955537,0.37555109730221575,0.3201464031331822,0.33324403735405606,0.37021238960219177,0.3450015146461176
0.41807299792518515,0.36607323621440613,0.418591974372307,0.3684408024262831,0.39350528035314686,0.36928188736323797,0.35649435672219143,0.34034996477874513,0.3439520070365836,0.36899725334454975
0.2826087101119388,0.3774055663646062,0.41161129219978854,0.38654033490373535,0.38902204447244554,0.397911624967424,0.39766555224683503,0.3974407128469819,0.3959637455330098,0.43467006225106813
0.3259988161831644,0.359623690468127,0.33789290013908907,0.3473158715145219,0.32370833957891576,0.38799978728553214,0.42198893495199596,0.3905515424890507,0.42081248146813127,0.46420527001645623
0.6089988901580358,0.494838277169204,0.4703619288245792,0.46988285973200594,0.4569964478268629,0.41704054405565066,0.4340585282281123,0.4403430021302427,0.449945953468604,0.4498972286479545
0.4398193614730862,0.4814026484047378,0.39729566902256613,0.4398191508823628,0.4111018271829943,0.38245514463324787,0.36859335935840665,0.37074273334247854,0.3973458244973295,0.4338540323244491
0.35312252019953333,0.3773176919348729,0.3326104228946356,0.3163663507790996,0.3573827991893171,0.33978809155914425,0.3484026051403254,0.4353088814686349,0.4020018959923734,0.4559570073530182
